Fecha,Turno,Posicion,Numero
18/06/2024,Nocturna,18,733
18/06/2024,Nocturna,19,217
18/06/2024,Nocturna,20,692
18/06/2024,Vespertina,01,796
18/06/2024,Vespertina,02,704
18/06/2024,Vespertina,03,315
18/06/2024,Vespertina,04,141
18/06/2024,Vespertina,05,188
18/06/2024,Vespertina,06,024
18/06/2024,Vespertina,07,769
18/06/2024,Vespertina,08,506
18/06/2024,Vespertina,09,401
18/06/2024,Vespertina,10,101
18/06/2024,Vespertina,11,120
18/06/2024,Vespertina,12,891
18/06/2024,Vespertina,13,861
18/06/2024,Vespertina,14,244
18/06/2024,Vespertina,15,984
18/06/2024,Vespertina,16,700
18/06/2024,Vespertina,17,726
18/06/2024,Vespertina,18,764
18/06/2024,Vespertina,19,700
18/06/2024,Vespertina,20,354
17/06/2024,Nocturna,01,304
17/06/2024,Nocturna,02,455
17/06/2024,Nocturna,03,592
17/06/2024,Nocturna,04,257
17/06/2024,Nocturna,05,296
17/06/2024,Nocturna,06,796
17/06/2024,Nocturna,07,319
17/06/2024,Nocturna,08,105
17/06/2024,Nocturna,09,106
17/06/2024,Nocturna,10,920
17/06/2024,Nocturna,11,722
17/06/2024,Nocturna,12,061
17/06/2024,Nocturna,13,399
17/06/2024,Nocturna,14,937
17/06/2024,Nocturna,15,052
17/06/2024,Nocturna,16,958
17/06/2024,Nocturna,17,504
17/06/2024,Nocturna,18,131
17/06/2024,Nocturna,19,545
17/06/2024,Nocturna,20,666
17/06/2024,Vespertina,01,326
17/06/2024,Vespertina,02,861
17/06/2024,Vespertina,03,691
17/06/2024,Vespertina,04,283
17/06/2024,Vespertina,05,859
17/06/2024,Vespertina,06,362
17/06/2024,Vespertina,07,200
17/06/2024,Vespertina,08,578
17/06/2024,Vespertina,09,759
17/06/2024,Vespertina,10,293
17/06/2024,Vespertina,11,815
17/06/2024,Vespertina,12,875
17/06/2024,Vespertina,13,023
17/06/2024,Vespertina,14,588
17/06/2024,Vespertina,15,675
17/06/2024,Vespertina,16,379
17/06/2024,Vespertina,17,972
17/06/2024,Vespertina,18,945
17/06/2024,Vespertina,19,569
17/06/2024,Vespertina,20,507
15/06/2024,Nocturna,01,930
15/06/2024,Nocturna,02,093
15/06/2024,Nocturna,03,545
15/06/2024,Nocturna,04,414
15/06/2024,Nocturna,05,625
15/06/2024,Nocturna,06,328
15/06/2024,Nocturna,07,553
15/06/2024,Nocturna,08,527
15/06/2024,Nocturna,09,005
15/06/2024,Nocturna,10,694
15/06/2024,Nocturna,11,846
15/06/2024,Nocturna,12,295
15/06/2024,Nocturna,13,105
15/06/2024,Nocturna,14,521
15/06/2024,Nocturna,15,332
15/06/2024,Nocturna,16,084
15/06/2024,Nocturna,17,965
15/06/2024,Nocturna,18,487
15/06/2024,Nocturna,19,733
15/06/2024,Nocturna,20,636
14/06/2024,Nocturna,01,370
14/06/2024,Nocturna,02,116
14/06/2024,Nocturna,03,604
14/06/2024,Nocturna,04,296
14/06/2024,Nocturna,05,141
14/06/2024,Nocturna,06,906
14/06/2024,Nocturna,07,163
14/06/2024,Nocturna,08,443
14/06/2024,Nocturna,09,031
14/06/2024,Nocturna,10,854
14/06/2024,Nocturna,11,138
14/06/2024,Nocturna,12,746
14/06/2024,Nocturna,13,946
14/06/2024,Nocturna,14,680
14/06/2024,Nocturna,15,454
14/06/2024,Nocturna,16,182
14/06/2024,Nocturna,17,096
14/06/2024,Nocturna,18,378
14/06/2024,Nocturna,19,052
14/06/2024,Nocturna,20,647
14/06/2024,Vespertina,01,238
14/06/2024,Vespertina,02,778
14/06/2024,Vespertina,03,240
14/06/2024,Vespertina,04,535
14/06/2024,Vespertina,05,540
14/06/2024,Vespertina,06,241
14/06/2024,Vespertina,07,738
14/06/2024,Vespertina,08,362
14/06/2024,Vespertina,09,523
14/06/2024,Vespertina,10,957
14/06/2024,Vespertina,11,627
14/06/2024,Vespertina,12,406
14/06/2024,Vespertina,13,578
14/06/2024,Vespertina,14,422
14/06/2024,Vespertina,15,644
14/06/2024,Vespertina,16,156
14/06/2024,Vespertina,17,812
14/06/2024,Vespertina,18,369
14/06/2024,Vespertina,19,909
14/06/2024,Vespertina,20,209
13/06/2024,Nocturna,01,529
13/06/2024,Nocturna,02,900
13/06/2024,Nocturna,03,206
13/06/2024,Nocturna,04,740
13/06/2024,Nocturna,05,947
13/06/2024,Nocturna,06,766
13/06/2024,Nocturna,07,361
13/06/2024,Nocturna,08,220
13/06/2024,Nocturna,09,112
13/06/2024,Nocturna,10,006
13/06/2024,Nocturna,11,147
13/06/2024,Nocturna,12,894
13/06/2024,Nocturna,13,768
13/06/2024,Nocturna,14,205
13/06/2024,Nocturna,15,136
13/06/2024,Nocturna,16,705
13/06/2024,Nocturna,17,556
13/06/2024,Nocturna,18,655
13/06/2024,Nocturna,19,863
13/06/2024,Nocturna,20,294
13/06/2024,Vespertina,01,266
13/06/2024,Vespertina,02,326
13/06/2024,Vespertina,03,180
13/06/2024,Vespertina,04,965
13/06/2024,Vespertina,05,704
13/06/2024,Vespertina,06,651
13/06/2024,Vespertina,07,780
13/06/2024,Vespertina,08,012
13/06/2024,Vespertina,09,558
13/06/2024,Vespertina,10,692
13/06/2024,Vespertina,11,403
13/06/2024,Vespertina,12,990
13/06/2024,Vespertina,13,568
13/06/2024,Vespertina,14,993
13/06/2024,Vespertina,15,412
13/06/2024,Vespertina,16,546
13/06/2024,Vespertina,17,016
13/06/2024,Vespertina,18,026
13/06/2024,Vespertina,19,382
13/06/2024,Vespertina,20,962
12/06/2024,Nocturna,01,001
12/06/2024,Nocturna,02,046
12/06/2024,Nocturna,03,550
12/06/2024,Nocturna,04,886
12/06/2024,Nocturna,05,315
12/06/2024,Nocturna,06,760
12/06/2024,Nocturna,07,175
12/06/2024,Nocturna,08,781
12/06/2024,Nocturna,09,256
12/06/2024,Nocturna,10,541
12/06/2024,Nocturna,11,632
12/06/2024,Nocturna,12,563
12/06/2024,Nocturna,13,856
12/06/2024,Nocturna,14,264
12/06/2024,Nocturna,15,485
12/06/2024,Nocturna,16,507
12/06/2024,Nocturna,17,450
12/06/2024,Nocturna,18,053
12/06/2024,Nocturna,19,630
12/06/2024,Nocturna,20,502
12/06/2024,Vespertina,01,311
12/06/2024,Vespertina,02,409
12/06/2024,Vespertina,03,274
12/06/2024,Vespertina,04,886
12/06/2024,Vespertina,05,126
12/06/2024,Vespertina,06,885
12/06/2024,Vespertina,07,919
12/06/2024,Vespertina,08,557
12/06/2024,Vespertina,09,309
12/06/2024,Vespertina,10,944
12/06/2024,Vespertina,11,062
12/06/2024,Vespertina,12,530
12/06/2024,Vespertina,13,678
12/06/2024,Vespertina,14,858
12/06/2024,Vespertina,15,315
12/06/2024,Vespertina,16,709
12/06/2024,Vespertina,17,026
12/06/2024,Vespertina,18,704
12/06/2024,Vespertina,19,175
12/06/2024,Vespertina,20,241
11/06/2024,Nocturna,01,467
11/06/2024,Nocturna,02,401
11/06/2024,Nocturna,03,154
11/06/2024,Nocturna,04,601
11/06/2024,Nocturna,05,877
11/06/2024,Nocturna,06,595
11/06/2024,Nocturna,07,539
11/06/2024,Nocturna,08,404
11/06/2024,Nocturna,09,692
11/06/2024,Nocturna,10,048
11/06/2024,Nocturna,11,593
11/06/2024,Nocturna,12,108
11/06/2024,Nocturna,13,993
11/06/2024,Nocturna,14,500
11/06/2024,Nocturna,15,302
11/06/2024,Nocturna,16,265
11/06/2024,Nocturna,17,055
11/06/2024,Nocturna,18,572
11/06/2024,Nocturna,19,204
11/06/2024,Nocturna,20,092
11/06/2024,Vespertina,01,102
11/06/2024,Vespertina,02,598
11/06/2024,Vespertina,03,250
11/06/2024,Vespertina,04,227
11/06/2024,Vespertina,05,211
11/06/2024,Vespertina,06,863
11/06/2024,Vespertina,07,670
11/06/2024,Vespertina,08,089
11/06/2024,Vespertina,09,017
11/06/2024,Vespertina,10,466
11/06/2024,Vespertina,11,163
11/06/2024,Vespertina,12,609
11/06/2024,Vespertina,13,273
11/06/2024,Vespertina,14,111
11/06/2024,Vespertina,15,953
11/06/2024,Vespertina,16,617
11/06/2024,Vespertina,17,819
11/06/2024,Vespertina,18,365
11/06/2024,Vespertina,19,097
11/06/2024,Vespertina,20,655
10/06/2024,Nocturna,01,908
10/06/2024,Nocturna,02,028
10/06/2024,Nocturna,03,713
10/06/2024,Nocturna,04,382
10/06/2024,Nocturna,05,396
10/06/2024,Nocturna,06,041
10/06/2024,Nocturna,07,194
10/06/2024,Nocturna,08,925
10/06/2024,Nocturna,09,873
10/06/2024,Nocturna,10,591
10/06/2024,Nocturna,11,759
10/06/2024,Nocturna,12,739
10/06/2024,Nocturna,13,236
10/06/2024,Nocturna,14,873
10/06/2024,Nocturna,15,322
10/06/2024,Nocturna,16,826
10/06/2024,Nocturna,17,825
10/06/2024,Nocturna,18,396
10/06/2024,Nocturna,19,740
10/06/2024,Nocturna,20,165
10/06/2024,Vespertina,01,288
10/06/2024,Vespertina,02,020
10/06/2024,Vespertina,03,553
10/06/2024,Vespertina,04,120
10/06/2024,Vespertina,05,372
10/06/2024,Vespertina,06,719
10/06/2024,Vespertina,07,413
10/06/2024,Vespertina,08,086
10/06/2024,Vespertina,09,295
10/06/2024,Vespertina,10,127
10/06/2024,Vespertina,11,538
10/06/2024,Vespertina,12,341
10/06/2024,Vespertina,13,307
10/06/2024,Vespertina,14,152
10/06/2024,Vespertina,15,388
10/06/2024,Vespertina,16,950
10/06/2024,Vespertina,17,147
10/06/2024,Vespertina,18,592
10/06/2024,Vespertina,19,654
10/06/2024,Vespertina,20,873
08/06/2024,Nocturna,01,662
08/06/2024,Nocturna,02,904
08/06/2024,Nocturna,03,782
08/06/2024,Nocturna,04,519
08/06/2024,Nocturna,05,707
08/06/2024,Nocturna,06,245
08/06/2024,Nocturna,07,341
08/06/2024,Nocturna,08,283
08/06/2024,Nocturna,09,700
08/06/2024,Nocturna,10,071
08/06/2024,Nocturna,11,811
08/06/2024,Nocturna,12,005
08/06/2024,Nocturna,13,979
08/06/2024,Nocturna,14,076
08/06/2024,Nocturna,15,075
08/06/2024,Nocturna,16,274
08/06/2024,Nocturna,17,558
08/06/2024,Nocturna,18,128
08/06/2024,Nocturna,19,025
08/06/2024,Nocturna,20,319
07/06/2024,Nocturna,01,070
07/06/2024,Nocturna,02,822
07/06/2024,Nocturna,03,867
07/06/2024,Nocturna,04,584
07/06/2024,Nocturna,05,221
07/06/2024,Nocturna,06,035
07/06/2024,Nocturna,07,140
07/06/2024,Nocturna,08,499
07/06/2024,Nocturna,09,974
07/06/2024,Nocturna,10,928
07/06/2024,Nocturna,11,290
07/06/2024,Nocturna,12,696
07/06/2024,Nocturna,13,709
07/06/2024,Nocturna,14,261
07/06/2024,Nocturna,15,110
07/06/2024,Nocturna,16,228
07/06/2024,Nocturna,17,335
07/06/2024,Nocturna,18,109
07/06/2024,Nocturna,19,890
07/06/2024,Nocturna,20,373
07/06/2024,Vespertina,01,376
07/06/2024,Vespertina,02,222
07/06/2024,Vespertina,03,788
07/06/2024,Vespertina,04,925
07/06/2024,Vespertina,05,553
07/06/2024,Vespertina,06,462
07/06/2024,Vespertina,07,292
07/06/2024,Vespertina,08,235
07/06/2024,Vespertina,09,828
07/06/2024,Vespertina,10,679
07/06/2024,Vespertina,11,780
07/06/2024,Vespertina,12,064
07/06/2024,Vespertina,13,062
07/06/2024,Vespertina,14,996
07/06/2024,Vespertina,15,163
07/06/2024,Vespertina,16,110
07/06/2024,Vespertina,17,151
07/06/2024,Vespertina,18,493
07/06/2024,Vespertina,19,255
07/06/2024,Vespertina,20,745
06/06/2024,Nocturna,01,331
06/06/2024,Nocturna,02,204
06/06/2024,Nocturna,03,247
06/06/2024,Nocturna,04,586
06/06/2024,Nocturna,05,389
06/06/2024,Nocturna,06,651
06/06/2024,Nocturna,07,689
06/06/2024,Nocturna,08,791
06/06/2024,Nocturna,09,412
06/06/2024,Nocturna,10,345
06/06/2024,Nocturna,11,046
06/06/2024,Nocturna,12,445
06/06/2024,Nocturna,13,642
06/06/2024,Nocturna,14,649
06/06/2024,Nocturna,15,027
06/06/2024,Nocturna,16,397
06/06/2024,Nocturna,17,163
06/06/2024,Nocturna,18,474
06/06/2024,Nocturna,19,209
06/06/2024,Nocturna,20,827
06/06/2024,Vespertina,01,043
06/06/2024,Vespertina,02,831
06/06/2024,Vespertina,03,481
06/06/2024,Vespertina,04,815
06/06/2024,Vespertina,05,119
06/06/2024,Vespertina,06,010
06/06/2024,Vespertina,07,411
06/06/2024,Vespertina,08,340
06/06/2024,Vespertina,09,032
06/06/2024,Vespertina,10,354
06/06/2024,Vespertina,11,870
06/06/2024,Vespertina,12,507
06/06/2024,Vespertina,13,766
06/06/2024,Vespertina,14,966
06/06/2024,Vespertina,15,794
06/06/2024,Vespertina,16,160
06/06/2024,Vespertina,17,114
06/06/2024,Vespertina,18,235
06/06/2024,Vespertina,19,924
06/06/2024,Vespertina,20,908
05/06/2024,Nocturna,01,226
05/06/2024,Nocturna,02,807
05/06/2024,Nocturna,03,567
05/06/2024,Nocturna,04,215
05/06/2024,Nocturna,05,046
05/06/2024,Nocturna,06,705
05/06/2024,Nocturna,07,641
05/06/2024,Nocturna,08,198
05/06/2024,Nocturna,09,012
05/06/2024,Nocturna,10,336
05/06/2024,Nocturna,11,995
05/06/2024,Nocturna,12,619
05/06/2024,Nocturna,13,219
05/06/2024,Nocturna,14,083
05/06/2024,Nocturna,15,757
05/06/2024,Nocturna,16,388
05/06/2024,Nocturna,17,025
05/06/2024,Nocturna,18,323
05/06/2024,Nocturna,19,853
05/06/2024,Nocturna,20,866
05/06/2024,Vespertina,01,692
05/06/2024,Vespertina,02,775
05/06/2024,Vespertina,03,204
05/06/2024,Vespertina,04,507
05/06/2024,Vespertina,05,334
05/06/2024,Vespertina,06,308
05/06/2024,Vespertina,07,545
05/06/2024,Vespertina,08,080
05/06/2024,Vespertina,09,699
05/06/2024,Vespertina,10,871
05/06/2024,Vespertina,11,207
05/06/2024,Vespertina,12,169
05/06/2024,Vespertina,13,347
05/06/2024,Vespertina,14,101
05/06/2024,Vespertina,15,625
05/06/2024,Vespertina,16,648
05/06/2024,Vespertina,17,961
05/06/2024,Vespertina,18,652
05/06/2024,Vespertina,19,009
05/06/2024,Vespertina,20,020
04/06/2024,Nocturna,01,040
04/06/2024,Nocturna,02,698
04/06/2024,Nocturna,03,434
04/06/2024,Nocturna,04,184
04/06/2024,Nocturna,05,084
04/06/2024,Nocturna,06,212
04/06/2024,Nocturna,07,706
04/06/2024,Nocturna,08,858
04/06/2024,Nocturna,09,067
04/06/2024,Nocturna,10,045
04/06/2024,Nocturna,11,173
04/06/2024,Nocturna,12,819
04/06/2024,Nocturna,13,562
04/06/2024,Nocturna,14,233
04/06/2024,Nocturna,15,398
04/06/2024,Nocturna,16,287
04/06/2024,Nocturna,17,945
04/06/2024,Nocturna,18,028
04/06/2024,Nocturna,19,226
04/06/2024,Nocturna,20,477
04/06/2024,Vespertina,01,456
04/06/2024,Vespertina,02,454
04/06/2024,Vespertina,03,705
04/06/2024,Vespertina,04,862
04/06/2024,Vespertina,05,394
04/06/2024,Vespertina,06,166
04/06/2024,Vespertina,07,959
04/06/2024,Vespertina,08,502
04/06/2024,Vespertina,09,285
04/06/2024,Vespertina,10,392
04/06/2024,Vespertina,11,384
04/06/2024,Vespertina,12,905
04/06/2024,Vespertina,13,203
04/06/2024,Vespertina,14,314
04/06/2024,Vespertina,15,901
04/06/2024,Vespertina,16,646
04/06/2024,Vespertina,17,004
04/06/2024,Vespertina,18,069
04/06/2024,Vespertina,19,796
04/06/2024,Vespertina,20,131
03/06/2024,Nocturna,01,958
03/06/2024,Nocturna,02,066
03/06/2024,Nocturna,03,889
03/06/2024,Nocturna,04,479
03/06/2024,Nocturna,05,091
03/06/2024,Nocturna,06,506
03/06/2024,Nocturna,07,186
03/06/2024,Nocturna,08,249
03/06/2024,Nocturna,09,693
03/06/2024,Nocturna,10,696
03/06/2024,Nocturna,11,421
03/06/2024,Nocturna,12,179
03/06/2024,Nocturna,13,722
03/06/2024,Nocturna,14,321
03/06/2024,Nocturna,15,599
03/06/2024,Nocturna,16,812
03/06/2024,Nocturna,17,022
03/06/2024,Nocturna,18,060
03/06/2024,Nocturna,19,598
03/06/2024,Nocturna,20,307
03/06/2024,Vespertina,01,800
03/06/2024,Vespertina,02,434
03/06/2024,Vespertina,03,942
03/06/2024,Vespertina,04,847
03/06/2024,Vespertina,05,523
03/06/2024,Vespertina,06,004
03/06/2024,Vespertina,07,257
03/06/2024,Vespertina,08,655
03/06/2024,Vespertina,09,453
03/06/2024,Vespertina,10,265
03/06/2024,Vespertina,11,951
03/06/2024,Vespertina,12,520
03/06/2024,Vespertina,13,962
03/06/2024,Vespertina,14,352
03/06/2024,Vespertina,15,343
03/06/2024,Vespertina,16,478
03/06/2024,Vespertina,17,695
03/06/2024,Vespertina,18,549
03/06/2024,Vespertina,19,644
03/06/2024,Vespertina,20,255
01/06/2024,Nocturna,01,616
01/06/2024,Nocturna,02,115
01/06/2024,Nocturna,03,108
01/06/2024,Nocturna,04,274
01/06/2024,Nocturna,05,196
01/06/2024,Nocturna,06,250
01/06/2024,Nocturna,07,229
01/06/2024,Nocturna,08,568
01/06/2024,Nocturna,09,208
01/06/2024,Nocturna,10,158
01/06/2024,Nocturna,11,572
01/06/2024,Nocturna,12,651
01/06/2024,Nocturna,13,697
01/06/2024,Nocturna,14,620
01/06/2024,Nocturna,15,527
01/06/2024,Nocturna,16,950
01/06/2024,Nocturna,17,719
01/06/2024,Nocturna,18,253
01/06/2024,Nocturna,19,471
01/06/2024,Nocturna,20,466
31/05/2024,Nocturna,01,337
31/05/2024,Nocturna,02,838
31/05/2024,Nocturna,03,093
31/05/2024,Nocturna,04,383
31/05/2024,Nocturna,05,197
31/05/2024,Nocturna,06,210
31/05/2024,Nocturna,07,100
31/05/2024,Nocturna,08,368
31/05/2024,Nocturna,09,934
31/05/2024,Nocturna,10,096
31/05/2024,Nocturna,11,353
31/05/2024,Nocturna,12,564
31/05/2024,Nocturna,13,893
31/05/2024,Nocturna,14,896
31/05/2024,Nocturna,15,931
31/05/2024,Nocturna,16,815
31/05/2024,Nocturna,17,250
31/05/2024,Nocturna,18,789
31/05/2024,Nocturna,19,545
31/05/2024,Nocturna,20,158
31/05/2024,Vespertina,01,595
31/05/2024,Vespertina,02,242
31/05/2024,Vespertina,03,809
31/05/2024,Vespertina,04,354
31/05/2024,Vespertina,05,146
31/05/2024,Vespertina,06,614
31/05/2024,Vespertina,07,975
31/05/2024,Vespertina,08,424
31/05/2024,Vespertina,09,835
31/05/2024,Vespertina,10,179
31/05/2024,Vespertina,11,705
31/05/2024,Vespertina,12,844
31/05/2024,Vespertina,13,334
31/05/2024,Vespertina,14,480
31/05/2024,Vespertina,15,092
31/05/2024,Vespertina,16,253
31/05/2024,Vespertina,17,191
31/05/2024,Vespertina,18,886
31/05/2024,Vespertina,19,014
31/05/2024,Vespertina,20,380
30/05/2024,Nocturna,01,138
30/05/2024,Nocturna,02,782
30/05/2024,Nocturna,03,220
30/05/2024,Nocturna,04,686
30/05/2024,Nocturna,05,772
30/05/2024,Nocturna,06,196
30/05/2024,Nocturna,07,579
30/05/2024,Nocturna,08,192
30/05/2024,Nocturna,09,305
30/05/2024,Nocturna,10,596
30/05/2024,Nocturna,11,644
30/05/2024,Nocturna,12,036
30/05/2024,Nocturna,13,119
30/05/2024,Nocturna,14,161
30/05/2024,Nocturna,15,637
30/05/2024,Nocturna,16,061
30/05/2024,Nocturna,17,783
30/05/2024,Nocturna,18,921
30/05/2024,Nocturna,19,688
30/05/2024,Nocturna,20,687
30/05/2024,Vespertina,01,138
30/05/2024,Vespertina,02,782
30/05/2024,Vespertina,03,220
30/05/2024,Vespertina,04,686
30/05/2024,Vespertina,05,772
30/05/2024,Vespertina,06,196
30/05/2024,Vespertina,07,579
30/05/2024,Vespertina,08,192
30/05/2024,Vespertina,09,305
30/05/2024,Vespertina,10,596
30/05/2024,Vespertina,11,644
30/05/2024,Vespertina,12,036
30/05/2024,Vespertina,13,119
30/05/2024,Vespertina,14,161
30/05/2024,Vespertina,15,637
30/05/2024,Vespertina,16,061
30/05/2024,Vespertina,17,783
30/05/2024,Vespertina,18,921
30/05/2024,Vespertina,19,688
30/05/2024,Vespertina,20,687
29/05/2024,Nocturna,01,667
29/05/2024,Nocturna,02,112
29/05/2024,Nocturna,03,341
29/05/2024,Nocturna,04,366
29/05/2024,Nocturna,05,767
29/05/2024,Nocturna,06,555
29/05/2024,Nocturna,07,439
29/05/2024,Nocturna,08,527
29/05/2024,Nocturna,09,325
29/05/2024,Nocturna,10,971
29/05/2024,Nocturna,11,314
29/05/2024,Nocturna,12,091
29/05/2024,Nocturna,13,878
29/05/2024,Nocturna,14,653
29/05/2024,Nocturna,15,434
29/05/2024,Nocturna,16,183
29/05/2024,Nocturna,17,949
29/05/2024,Nocturna,18,155
29/05/2024,Nocturna,19,528
29/05/2024,Nocturna,20,994
29/05/2024,Vespertina,01,054
29/05/2024,Vespertina,02,784
29/05/2024,Vespertina,03,893
29/05/2024,Vespertina,04,410
29/05/2024,Vespertina,05,466
29/05/2024,Vespertina,06,601
29/05/2024,Vespertina,07,570
29/05/2024,Vespertina,08,554
29/05/2024,Vespertina,09,079
29/05/2024,Vespertina,10,840
29/05/2024,Vespertina,11,260
29/05/2024,Vespertina,12,821
29/05/2024,Vespertina,13,885
29/05/2024,Vespertina,14,874
29/05/2024,Vespertina,15,767
29/05/2024,Vespertina,16,470
29/05/2024,Vespertina,17,427
29/05/2024,Vespertina,18,208
29/05/2024,Vespertina,19,253
29/05/2024,Vespertina,20,566
28/05/2024,Nocturna,01,407
28/05/2024,Nocturna,02,106
28/05/2024,Nocturna,03,880
28/05/2024,Nocturna,04,746
28/05/2024,Nocturna,05,501
28/05/2024,Nocturna,06,290
28/05/2024,Nocturna,07,663
28/05/2024,Nocturna,08,356
28/05/2024,Nocturna,09,650
28/05/2024,Nocturna,10,609
28/05/2024,Nocturna,11,555
28/05/2024,Nocturna,12,023
28/05/2024,Nocturna,13,162
28/05/2024,Nocturna,14,646
28/05/2024,Nocturna,15,591
28/05/2024,Nocturna,16,125
28/05/2024,Nocturna,17,304
28/05/2024,Nocturna,18,012
28/05/2024,Nocturna,19,369
28/05/2024,Nocturna,20,082
28/05/2024,Vespertina,01,997
28/05/2024,Vespertina,02,529
28/05/2024,Vespertina,03,106
28/05/2024,Vespertina,04,354
28/05/2024,Vespertina,05,245
28/05/2024,Vespertina,06,868
28/05/2024,Vespertina,07,068
28/05/2024,Vespertina,08,075
28/05/2024,Vespertina,09,316
28/05/2024,Vespertina,10,399
28/05/2024,Vespertina,11,787
28/05/2024,Vespertina,12,807
28/05/2024,Vespertina,13,855
28/05/2024,Vespertina,14,877
28/05/2024,Vespertina,15,046
28/05/2024,Vespertina,16,133
28/05/2024,Vespertina,17,589
28/05/2024,Vespertina,18,770
28/05/2024,Vespertina,19,723
28/05/2024,Vespertina,20,209
27/05/2024,Nocturna,01,845
27/05/2024,Nocturna,02,482
27/05/2024,Nocturna,03,657
27/05/2024,Nocturna,04,868
27/05/2024,Nocturna,05,276
27/05/2024,Nocturna,06,865
27/05/2024,Nocturna,07,214
27/05/2024,Nocturna,08,739
27/05/2024,Nocturna,09,270
27/05/2024,Nocturna,10,395
27/05/2024,Nocturna,11,597
27/05/2024,Nocturna,12,913
27/05/2024,Nocturna,13,111
27/05/2024,Nocturna,14,065
27/05/2024,Nocturna,15,021
27/05/2024,Nocturna,16,209
27/05/2024,Nocturna,17,707
27/05/2024,Nocturna,18,628
27/05/2024,Nocturna,19,162
27/05/2024,Nocturna,20,327
27/05/2024,Vespertina,01,601
27/05/2024,Vespertina,02,043
27/05/2024,Vespertina,03,047
27/05/2024,Vespertina,04,115
27/05/2024,Vespertina,05,000
27/05/2024,Vespertina,06,138
27/05/2024,Vespertina,07,005
27/05/2024,Vespertina,08,207
27/05/2024,Vespertina,09,557
27/05/2024,Vespertina,10,885
27/05/2024,Vespertina,11,571
27/05/2024,Vespertina,12,367
27/05/2024,Vespertina,13,363
27/05/2024,Vespertina,14,098
27/05/2024,Vespertina,15,443
27/05/2024,Vespertina,16,812
27/05/2024,Vespertina,17,813
27/05/2024,Vespertina,18,201
27/05/2024,Vespertina,19,280
27/05/2024,Vespertina,20,592
25/05/2024,Nocturna,01,905
25/05/2024,Nocturna,02,065
25/05/2024,Nocturna,03,743
25/05/2024,Nocturna,04,713
25/05/2024,Nocturna,05,522
25/05/2024,Nocturna,06,534
25/05/2024,Nocturna,07,333
25/05/2024,Nocturna,08,722
25/05/2024,Nocturna,09,199
25/05/2024,Nocturna,10,397
25/05/2024,Nocturna,11,245
25/05/2024,Nocturna,12,895
25/05/2024,Nocturna,13,946
25/05/2024,Nocturna,14,390
25/05/2024,Nocturna,15,045
25/05/2024,Nocturna,16,841
25/05/2024,Nocturna,17,556
25/05/2024,Nocturna,18,064
25/05/2024,Nocturna,19,590
25/05/2024,Nocturna,20,359
24/05/2024,Nocturna,01,008
24/05/2024,Nocturna,02,303
24/05/2024,Nocturna,03,177
24/05/2024,Nocturna,04,666
24/05/2024,Nocturna,05,243
24/05/2024,Nocturna,06,983
24/05/2024,Nocturna,07,108
24/05/2024,Nocturna,08,692
24/05/2024,Nocturna,09,836
24/05/2024,Nocturna,10,319
24/05/2024,Nocturna,11,342
24/05/2024,Nocturna,12,042
24/05/2024,Nocturna,13,750
24/05/2024,Nocturna,14,034
24/05/2024,Nocturna,15,243
24/05/2024,Nocturna,16,234
24/05/2024,Nocturna,17,067
24/05/2024,Nocturna,18,294
24/05/2024,Nocturna,19,381
24/05/2024,Nocturna,20,436
24/05/2024,Vespertina,01,492
24/05/2024,Vespertina,02,838
24/05/2024,Vespertina,03,915
24/05/2024,Vespertina,04,730
24/05/2024,Vespertina,05,437
24/05/2024,Vespertina,06,018
24/05/2024,Vespertina,07,217
24/05/2024,Vespertina,08,243
24/05/2024,Vespertina,09,840
24/05/2024,Vespertina,10,244
24/05/2024,Vespertina,11,149
24/05/2024,Vespertina,12,322
24/05/2024,Vespertina,13,040
24/05/2024,Vespertina,14,922
24/05/2024,Vespertina,15,462
24/05/2024,Vespertina,16,546
24/05/2024,Vespertina,17,038
24/05/2024,Vespertina,18,465
24/05/2024,Vespertina,19,438
24/05/2024,Vespertina,20,066
23/05/2024,Nocturna,01,327
23/05/2024,Nocturna,02,604
23/05/2024,Nocturna,03,393
23/05/2024,Nocturna,04,944
23/05/2024,Nocturna,05,644
23/05/2024,Nocturna,06,564
23/05/2024,Nocturna,07,633
23/05/2024,Nocturna,08,809
23/05/2024,Nocturna,09,713
23/05/2024,Nocturna,10,572
23/05/2024,Nocturna,11,821
23/05/2024,Nocturna,12,494
23/05/2024,Nocturna,13,251
23/05/2024,Nocturna,14,807
23/05/2024,Nocturna,15,452
23/05/2024,Nocturna,16,416
23/05/2024,Nocturna,17,142
23/05/2024,Nocturna,18,376
23/05/2024,Nocturna,19,799
23/05/2024,Nocturna,20,311
23/05/2024,Vespertina,01,994
23/05/2024,Vespertina,02,596
23/05/2024,Vespertina,03,922
23/05/2024,Vespertina,04,238
23/05/2024,Vespertina,05,090
23/05/2024,Vespertina,06,726
23/05/2024,Vespertina,07,453
23/05/2024,Vespertina,08,714
23/05/2024,Vespertina,09,042
23/05/2024,Vespertina,10,769
23/05/2024,Vespertina,11,600
23/05/2024,Vespertina,12,104
23/05/2024,Vespertina,13,584
23/05/2024,Vespertina,14,980
23/05/2024,Vespertina,15,535
23/05/2024,Vespertina,16,978
23/05/2024,Vespertina,17,915
23/05/2024,Vespertina,18,457
23/05/2024,Vespertina,19,638
